Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,CAP
AMD,"Advanced Micro Devices, Inc.",20.02,$19.41B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/amd,#VALUE!
DWSH,AdvisorShares Dorsey Wright Short ETF,25.01,"$625,250 ",n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwsh,#VALUE!
AERI,"Aerie Pharmaceuticals, Inc.",65.75,$2.97B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/aeri,#VALUE!
AVAV,"AeroVironment, Inc.",82.47,$1.97B,2007,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/avav,#VALUE!
AGIO,"Agios Pharmaceuticals, Inc.",78.03,$4.49B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agio,#VALUE!
AGNC,AGNC Investment Corp.,18.93,$8.22B,2008,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agnc,#VALUE!
AGNCB,AGNC Investment Corp.,25.85,$8.96B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncb,#VALUE!
AIMT,"Aimmune Therapeutics, Inc.",28.28,$1.64B,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aimt,#VALUE!
ATSG,"Air Transport Services Group, Inc",20.12,$1.19B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/atsg,#VALUE!
AKAM,"Akamai Technologies, Inc.",72.2,$12.27B,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/akam,#VALUE!
AKCA,"Akcea Therapeutics, Inc.",37.36,$3.2B,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akca,#VALUE!
AKRX,"Akorn, Inc.",18.99,$2.38B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akrx,#VALUE!
ALRM,"Alarm.com Holdings, Inc.",50.64,$2.39B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/alrm,#VALUE!
ALDR,"Alder BioPharmaceuticals, Inc.",19,$1.29B,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldr,#VALUE!
ALXN,"Alexion Pharmaceuticals, Inc.",119.68,$26.67B,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alxn,#VALUE!
ALGN,"Align Technology, Inc.",368.66,$29.55B,2001,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/algn,#VALUE!
ALKS,Alkermes plc,44.45,$6.9B,1991,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alks,#VALUE!
ALLK,Allakos Inc.,40.07,$1.62B,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/allk,#VALUE!
ALGT,Allegiant Travel Company,134.8,$2.18B,2006,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/algt,#VALUE!
ARLP,"Alliance Resource Partners, L.P.",20.35,$4.49B,1999,Energy,Coal Mining,https://www.nasdaq.com/symbol/arlp,#VALUE!
MDRX,"Allscripts Healthcare Solutions, Inc.",13.95,$2.48B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/mdrx,#VALUE!
ALNY,"Alnylam Pharmaceuticals, Inc.",93.18,$9.37B,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alny,#VALUE!
GOOG,Alphabet Inc.,1242.1,$864.1B,2004,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/goog,#VALUE!
GOOGL,Alphabet Inc.,1258.14,$875.26B,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/googl,#VALUE!
AMR,"Alta Mesa Resources, Inc.",4.77,$1.83B,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amr,#VALUE!
AABA,Altaba Inc.,68.15,$55.19B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/aaba,#VALUE!
ALTR,Altair Engineering Inc.,39.66,$2.64B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/altr,#VALUE!
AIMC,Altra Industrial Motion Corp.,40.3,$1.18B,2006,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aimc,#VALUE!
AMZN,"Amazon.com, Inc.",1919.65,$934.87B,1997,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/amzn,#VALUE!
AMBA,"Ambarella, Inc.",37.94,$1.27B,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/amba,#VALUE!
AMCX,AMC Networks Inc.,60.97,$3.5B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/amcx,#VALUE!
DOX,Amdocs Limited,64.8,$9.24B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/dox,#VALUE!
AMED,Amedisys Inc,116.73,$3.69B,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/amed,#VALUE!
UHAL,Amerco,379.18,$7.43B,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/uhal,#VALUE!
AMOV,"America Movil, S.A.B. de C.V.",16.77,$55.39B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amov,#VALUE!
AAL,"American Airlines Group, Inc.",37.09,$17.08B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/aal,#VALUE!
AFIN,"American Finance Trust, Inc.",16.31,$1.73B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/afin,#VALUE!
ANAT,American National Insurance Company,130.68,$3.51B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/anat,#VALUE!
AMWD,American Woodmark Corporation,83.4,$1.46B,1986,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/amwd,#VALUE!
ABCB,Ameris Bancorp,49.25,$2.34B,1994,Finance,Major Banks,https://www.nasdaq.com/symbol/abcb,#VALUE!
AMSF,"AMERISAFE, Inc.",63.5,$1.22B,2005,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/amsf,#VALUE!
AMGN,Amgen Inc.,195.76,$127.05B,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/amgn,#VALUE!
FOLD,"Amicus Therapeutics, Inc.",13.92,$2.62B,2007,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fold,#VALUE!
AMKR,"Amkor Technology, Inc.",9.24,$2.21B,1998,Technology,Semiconductors,https://www.nasdaq.com/symbol/amkr,#VALUE!
AFSI,"AmTrust Financial Services, Inc.",14.56,$2.86B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afsi,#VALUE!
ADI,"Analog Devices, Inc.",94.85,$35.18B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/adi,#VALUE!
ANAB,"AnaptysBio, Inc.",83.04,$1.95B,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anab,#VALUE!
ANGI,ANGI Homeservices Inc.,20.13,$9.67B,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/angi,#VALUE!
ANSS,"ANSYS, Inc.",173.52,$14.58B,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/anss,#VALUE!
APLS,"Apellis Pharmaceuticals, Inc.",18.05,$1.01B,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apls,#VALUE!
APOG,"Apogee Enterprises, Inc.",49.76,$1.41B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/apog,#VALUE!
AINV,Apollo Investment Corporation,5.68,$1.22B,2004,n/a,n/a,https://www.nasdaq.com/symbol/ainv,#VALUE!
APPF,"AppFolio, Inc.",77.8,$2.66B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appf,#VALUE!
APPN,Appian Corporation,35.86,$2.2B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appn,#VALUE!
AAPL,Apple Inc.,209.75,$1030.95B,1980,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/aapl,#VALUE!
AMAT,"Applied Materials, Inc.",48.38,$48.77B,1972,Technology,Semiconductors,https://www.nasdaq.com/symbol/amat,#VALUE!
APTI,"Apptio, Inc.",36.06,$1.57B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/apti,#VALUE!
ARCB,ArcBest Corporation,46.3,$1.19B,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/arcb,#VALUE!
ACGL,Arch Capital Group Ltd.,30.27,$12.33B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acgl,#VALUE!
ARNA,"Arena Pharmaceuticals, Inc.",36.89,$1.82B,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arna,#VALUE!
ARCC,Ares Capital Corporation,17.35,$7.4B,2004,n/a,n/a,https://www.nasdaq.com/symbol/arcc,#VALUE!
ARGX,argenx SE,87.48,$2.83B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx,#VALUE!
ARRY,Array BioPharma Inc.,14.27,$3.01B,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry,#VALUE!
ARRS,ARRIS International plc,24.23,$4.51B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/arrs,#VALUE!
ARWR,"Arrowhead Pharmaceuticals, Inc.",16.35,$1.43B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arwr,#VALUE!
ASND,Ascendis Pharma A/S,68,$2.85B,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd,#VALUE!
ASML,ASML Holding N.V.,205.61,$87.7B,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml,#VALUE!
AZPN,"Aspen Technology, Inc.",108.29,$7.73B,1994,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn,#VALUE!
ASTE,"Astec Industries, Inc.",46.27,$1.07B,1986,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste,#VALUE!
ATRO,Astronics Corporation,45.42,$1.28B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro,#VALUE!
ATRA,"Atara Biotherapeutics, Inc.",38.5,$1.69B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra,#VALUE!
ATHN,"athenahealth, Inc.",149.69,$6.05B,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/athn,#VALUE!
ATNX,"Athenex, Inc.",17.02,$1.08B,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx,#VALUE!
AY,Atlantica Yield plc,20.68,$2.07B,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ay,#VALUE!
AAWW,Atlas Air Worldwide Holdings,59.9,$1.53B,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww,#VALUE!
TEAM,Atlassian Corporation Plc,78.71,$18.42B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team,#VALUE!
ATNI,"ATN International, Inc.",73.23,$1.17B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni,#VALUE!
ATRC,"AtriCure, Inc.",30.88,$1.08B,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc,#VALUE!
ATRI,Atrion Corporation,656.95,$1.22B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atri,#VALUE!
BOLD,"Audentes Therapeutics, Inc.",33.38,$1.23B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bold,#VALUE!
ADSK,"Autodesk, Inc.",134,$29.43B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adsk,#VALUE!
AUTL,Autolus Therapeutics plc,27.67,$1.07B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/autl,#VALUE!
ADP,"Automatic Data Processing, Inc.",141.15,$62.18B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/adp,#VALUE!
CAR,"Avis Budget Group, Inc.",34.82,$2.83B,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/car,#VALUE!
AVT,"Avnet, Inc.",46.74,$5.51B,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/avt,#VALUE!
AXGN,"AxoGen, Inc.",36.85,$1.41B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/axgn,#VALUE!
AAXN,"Axon Enterprise, Inc.",62.31,$3.63B,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aaxn,#VALUE!
BIDU,"Baidu, Inc.",216.21,$75.4B,2005,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/bidu,#VALUE!
BCPC,Balchem Corporation,100.15,$3.22B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/bcpc,#VALUE!
BANF,BancFirst Corporation,63.6,$2.08B,1993,Finance,Major Banks,https://www.nasdaq.com/symbol/banf,#VALUE!
OZK,Bank OZK,39.99,$5.14B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ozk,#VALUE!
BANR,Banner Corporation,66.14,$2.14B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banr,#VALUE!
BZUN,Baozun Inc.,49.64,$2.81B,2015,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/bzun,#VALUE!
BECN,"Beacon Roofing Supply, Inc.",37.04,$2.52B,2004,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/becn,#VALUE!
BBBY,Bed Bath & Beyond Inc.,18.41,$2.58B,1992,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/bbby,#VALUE!
BGNE,"BeiGene, Ltd.",164,$8.82B,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bgne,#VALUE!
BNCL,"Beneficial Bancorp, Inc.",17.8,$1.33B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bncl,#VALUE!
BNFT,"Benefitfocus, Inc.",36.8,$1.17B,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bnft,#VALUE!
BGCP,"BGC Partners, Inc.",11.48,$3.65B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/bgcp,#VALUE!
BILI,Bilibili Inc.,10.66,$2.06B,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/bili,#VALUE!
BIIB,Biogen Inc.,343.63,$69.22B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/biib,#VALUE!
BMRN,BioMarin Pharmaceutical Inc.,103.14,$18.23B,1999,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bmrn,#VALUE!
TECH,Bio-Techne Corp,180.14,$6.77B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tech,#VALUE!
BEAT,"BioTelemetry, Inc.",54.9,$1.8B,2008,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/beat,#VALUE!
BJRI,"BJ&#39;s Restaurants, Inc.",64.1,$1.33B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/bjri,#VALUE!
BLKB,"Blackbaud, Inc.",98.2,$4.77B,2004,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/blkb,#VALUE!
BL,"BlackLine, Inc.",47,$2.51B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bl,#VALUE!
BLMN,"Bloomin&#39; Brands, Inc.",18.73,$1.74B,2012,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/blmn,#VALUE!
BCOR,"Blucora, Inc.",34.6,$1.63B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/bcor,#VALUE!
BLUE,"bluebird bio, Inc.",156.4,$7.84B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/blue,#VALUE!
BPMC,Blueprint Medicines Corporation,71.18,$3.12B,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bpmc,#VALUE!
BMCH,"BMC Stock Holdings, Inc.",21.8,$1.47B,2013,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/bmch,#VALUE!
BOFI,"BofI Holding, Inc.",38.11,$2.38B,2005,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bofi,#VALUE!
WIFI,"Boingo Wireless, Inc.",31.62,$1.32B,2011,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/wifi,#VALUE!
BOKF,BOK Financial Corporation,98.59,$6.51B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bokf,#VALUE!
BKNG,Booking Holdings Inc.,1833.55,$88.33B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/bkng,#VALUE!
BPFH,"Boston Private Financial Holdings, Inc.",14,$1.18B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bpfh,#VALUE!
EPAY,"Bottomline Technologies, Inc.",59.56,$2.43B,1999,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/epay,#VALUE!
BHF,"Brighthouse Financial, Inc.",41.09,$4.92B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/bhf,#VALUE!
AVGO,Broadcom Inc.,207.3,$89.49B,2009,Technology,Semiconductors,https://www.nasdaq.com/symbol/avgo,#VALUE!
BPY,Brookfield Property Partners L.P.,19.65,$5B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/bpy,#VALUE!
BRKL,"Brookline Bancorp, Inc.",18,$1.45B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/brkl,#VALUE!
BRKS,"Brooks Automation, Inc.",29.55,$2.08B,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/brks,#VALUE!
BRKR,Bruker Corporation,34.22,$5.34B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/brkr,#VALUE!
BLDR,"Builders FirstSource, Inc.",16.86,$1.93B,2005,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/bldr,#VALUE!
CHRW,"C.H. Robinson Worldwide, Inc.",93.97,$13.08B,1997,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/chrw,#VALUE!
CA,CA Inc.,43.63,$18.24B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ca,#VALUE!
CCMP,Cabot Microelectronics Corporation,121.41,$3.12B,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/ccmp,#VALUE!
CDNS,"Cadence Design Systems, Inc.",46,$13.01B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cdns,#VALUE!
CZR,Caesars Entertainment Corporation,9.6,$6.7B,2012,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/czr,#VALUE!
CSQ,Calamos Strategic Total Return Fund,13.22,$2.04B,2004,n/a,n/a,https://www.nasdaq.com/symbol/csq,#VALUE!
CVGW,"Calavo Growers, Inc.",101.9,$1.79B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/cvgw,#VALUE!
CALM,"Cal-Maine Foods, Inc.",49.675,$2.42B,1996,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/calm,#VALUE!
CFFN,"Capitol Federal Financial, Inc.",13.38,$1.85B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cffn,#VALUE!
CBLK,"Carbon Black, Inc.",23.28,$1.57B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cblk,#VALUE!
CARB,"Carbonite, Inc.",37.65,$1.09B,2011,Technology,EDP Services,https://www.nasdaq.com/symbol/carb,#VALUE!
CSII,"Cardiovascular Systems, Inc.",37.25,$1.24B,1981,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/csii,#VALUE!
CATM,Cardtronics plc,31.84,$1.46B,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/catm,#VALUE!
CECO,Career Education Corporation,16.71,$1.16B,1998,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ceco,#VALUE!
CTRE,"CareTrust REIT, Inc.",17.86,$1.36B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ctre,#VALUE!
CARG,"CarGurus, Inc.",50.67,$5.47B,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/carg,#VALUE!
CRZO,"Carrizo Oil & Gas, Inc.",24.32,$2B,1997,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/crzo,#VALUE!
CASA,"Casa Systems, Inc.",15.6,$1.29B,2017,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/casa,#VALUE!
CWST,"Casella Waste Systems, Inc.",28.41,$1.21B,1997,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/cwst,#VALUE!
CASY,"Caseys General Stores, Inc.",112.9,$4.13B,1983,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/casy,#VALUE!
CATY,Cathay General Bancorp,42.11,$3.42B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/caty,#VALUE!
CVCO,"Cavco Industries, Inc.",226.6,$2.05B,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/cvco,#VALUE!
CBOE,"Cboe Global Markets, Inc.",93.46,$10.51B,2010,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cboe,#VALUE!
CDK,"CDK Global, Inc.",61.78,$8.13B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cdk,#VALUE!
CDW,CDW Corporation,85.86,$13.03B,2013,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/cdw,#VALUE!
CELG,Celgene Corporation,92.71,$65.21B,1987,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/celg,#VALUE!
CLRB,"Cellectar Biosciences, Inc.",2.79,"$494,069.94 ",n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clrb,#VALUE!
CLLS,Cellectis S.A.,28.44,$1.21B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/clls,#VALUE!
CDEV,"Centennial Resource Development, Inc.",18.32,$5.06B,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cdev,#VALUE!
CSFL,CenterState Bank Corporation,30.26,$2.55B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/csfl,#VALUE!
CENT,Central Garden & Pet Company,39.2,$2.04B,1993,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/cent,#VALUE!
CENTA,Central Garden & Pet Company,36.27,$1.89B,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/centa,#VALUE!
CENX,Century Aluminum Company,12.46,$1.09B,1996,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/cenx,#VALUE!
CERN,Cerner Corporation,64.32,$21.34B,1986,Technology,EDP Services,https://www.nasdaq.com/symbol/cern,#VALUE!
GTLS,"Chart Industries, Inc.",77.64,$2.41B,2006,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gtls,#VALUE!
CHTR,"Charter Communications, Inc.",307.86,$73.11B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/chtr,#VALUE!
CHKP,Check Point Software Technologies Ltd.,114.25,$18.17B,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/chkp,#VALUE!
CHFC,Chemical Financial Corporation,57.94,$4.14B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/chfc,#VALUE!
PLCE,"Children&#39;s Place, Inc. (The)",133.85,$2.23B,1997,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/plce,#VALUE!
CBPO,"China Biologic Products Holdings, Inc.",95.08,$3.15B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cbpo,#VALUE!
CHDN,"Churchill Downs, Incorporated",281.55,$3.81B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/chdn,#VALUE!
